run_name,dataset,protocol,recording_id,measurement_id,gt_hr_bpm,predicted_hr_bpm,failure_type,gt_top1_bpm,gt_top1_power,gt_top2_bpm,gt_top2_power,gt_top3_bpm,gt_top3_power,prediction_top1_bpm,prediction_top1_power,prediction_top2_bpm,prediction_top2_power,prediction_top3_bpm,prediction_top3_power
PURE_TO_UBFC_CROSS,UBFC,old,subject10,0,97.5,97.5,correct,97.5,0.9999999999999999,105.0,0.15641838931657248,82.5,0.13250710105568267,97.5,0.9999999999999999,82.5,0.4228439205263591,105.0,0.20830920870720465
PURE_TO_UBFC_CROSS,UBFC,old,subject10,1,97.5,97.5,correct,97.5,0.9999999999999997,90.0,0.5298457292648736,105.0,0.5262920868621749,97.5,0.9999999999999998,105.0,0.6277420234866994,82.5,0.48085357364442605
PURE_TO_UBFC_CROSS,UBFC,old,subject10,2,90.0,90.0,correct,90.0,0.9999999999999998,82.5,0.39902754981621685,105.0,0.36877472274044326,90.0,0.9999999999999999,82.5,0.33804890923453124,105.0,0.19845804872266007
PURE_TO_UBFC_CROSS,UBFC,old,subject10,3,90.0,90.0,correct,90.0,0.9999999999999999,82.5,0.05245033502471391,75.0,0.03359004450151028,90.0,1.0,180.0,0.04500823183653759,112.5,0.022517078527177777
PURE_TO_UBFC_CROSS,UBFC,old,subject10,4,90.0,90.0,correct,90.0,0.9999999999999999,97.5,0.017483030217732315,52.5,0.016833867250301473,90.0,1.0,180.0,0.025974562081323684,82.5,0.008828777501005577
PURE_TO_UBFC_CROSS,UBFC,old,subject10,5,90.0,90.0,correct,90.0,0.9999999999999999,97.5,0.12718472895387925,82.5,0.07116048100890458,90.0,1.0,82.5,0.09449321996784289,97.5,0.07950749742837922
PURE_TO_UBFC_CROSS,UBFC,old,subject10,6,90.0,90.0,correct,90.0,0.9999999999999998,97.5,0.6755680934516607,105.0,0.31412148744278895,90.0,0.9999999999999999,97.5,0.5527193207038997,82.5,0.15791620856023836
PURE_TO_UBFC_CROSS,UBFC,old,subject10,7,97.5,97.5,correct,97.5,0.9999999999999999,105.0,0.25246287939907375,90.0,0.2509467666110672,97.5,0.9999999999999999,90.0,0.3994956410899789,82.5,0.07344295396827683
PURE_TO_UBFC_CROSS,UBFC,old,subject10,8,97.5,97.5,correct,97.5,0.9999999999999999,105.0,0.23243320906351764,90.0,0.1709993666546861,97.5,1.0,105.0,0.0688252442485896,90.0,0.05786861256766199
PURE_TO_UBFC_CROSS,UBFC,old,subject10,9,97.5,97.5,correct,97.5,0.9999999999999998,105.0,0.49699721140483294,90.0,0.2008335241039476,97.5,0.9999999999999999,105.0,0.5690688616443568,90.0,0.2466621282073068
PURE_TO_UBFC_CROSS,UBFC,old,subject10,10,105.0,105.0,correct,105.0,0.9999999999999998,97.5,0.4827204760526238,112.5,0.16873026884175876,105.0,0.9999999999999999,97.5,0.27076938349828317,90.0,0.06695848350839065
PURE_TO_UBFC_CROSS,UBFC,old,subject10,11,105.0,105.0,correct,105.0,0.9999999999999999,97.5,0.10842219470336616,112.5,0.04027073205621101,105.0,1.0,97.5,0.039074573412599276,90.0,0.03222929857027134
PURE_TO_UBFC_CROSS,UBFC,old,subject10,12,105.0,105.0,correct,105.0,0.9999999999999998,97.5,0.037526780823030834,112.5,0.01784566684338575,105.0,1.0,45.0,0.011023893427237027,60.0,0.008376451849322076
PURE_TO_UBFC_CROSS,UBFC,old,subject10,13,105.0,105.0,correct,105.0,0.9999999999999998,97.5,0.04380153413868858,112.5,0.033642767262221616,105.0,1.0,112.5,0.007352840322324618,45.0,0.004636142554578262
PURE_TO_UBFC_CROSS,UBFC,old,subject10,14,105.0,105.0,correct,105.0,0.9999999999999999,112.5,0.1885176088452879,120.0,0.12020511106178901,105.0,1.0,112.5,0.03204093902240922,97.5,0.008891166818915181
PURE_TO_UBFC_CROSS,UBFC,old,subject10,15,105.0,105.0,correct,105.0,0.9999999999999998,112.5,0.719219791388871,97.5,0.3613874901692295,105.0,0.9999999999999999,112.5,0.8047800549073558,120.0,0.08340609495902179
PURE_TO_UBFC_CROSS,UBFC,old,subject10,16,112.5,112.5,correct,112.5,0.9999999999999998,120.0,0.25658361825916515,105.0,0.25572350973290203,112.5,0.9999999999999999,105.0,0.4390983903942869,120.0,0.07580564631006065
PURE_TO_UBFC_CROSS,UBFC,old,subject10,17,112.5,112.5,correct,112.5,0.9999999999999999,120.0,0.19413585731385088,105.0,0.040593617954150174,112.5,1.0,105.0,0.2327824532395027,120.0,0.08912681022958806
PURE_TO_UBFC_CROSS,UBFC,old,subject10,18,112.5,112.5,correct,112.5,1.0,120.0,0.15996052876921701,127.5,0.02308974345687407,112.5,1.0,105.0,0.08711816633707416,120.0,0.047024513440257015
PURE_TO_UBFC_CROSS,UBFC,old,subject10,19,112.5,112.5,correct,112.5,1.0,120.0,0.2564616829394306,127.5,0.04472335597932057,112.5,1.0,120.0,0.1856277865763064,105.0,0.07439281562813059
PURE_TO_UBFC_CROSS,UBFC,old,subject10,20,112.5,112.5,correct,112.5,1.0,120.0,0.5000507719255847,105.0,0.08196465856024965,112.5,0.9999999999999999,120.0,0.6744194788646846,105.0,0.16193543378155414
PURE_TO_UBFC_CROSS,UBFC,old,subject10,21,120.0,120.0,correct,120.0,0.9999999999999999,112.5,0.7783240439873061,105.0,0.1361121976792476,120.0,0.9999999999999999,112.5,0.3420540310780051,105.0,0.07609245871083575
PURE_TO_UBFC_CROSS,UBFC,old,subject10,22,120.0,120.0,correct,120.0,1.0,112.5,0.26846091547177514,105.0,0.07320845986954702,120.0,1.0,112.5,0.1478429265722452,127.5,0.039766319576617026
PURE_TO_UBFC_CROSS,UBFC,old,subject10,23,120.0,120.0,correct,120.0,1.0,112.5,0.0948343057645263,105.0,0.05057374642069535,120.0,1.0,112.5,0.05886223556231622,45.0,0.018221442332811005
PURE_TO_UBFC_CROSS,UBFC,old,subject10,24,120.0,120.0,correct,120.0,1.0,112.5,0.03919902052741741,105.0,0.03628931779830723,120.0,1.0,112.5,0.064453496490063,105.0,0.02498165391516471
PURE_TO_UBFC_CROSS,UBFC,old,subject10,25,120.0,120.0,correct,120.0,1.0,127.5,0.044187197993339596,112.5,0.028947620550802418,120.0,1.0,112.5,0.033722725126317604,45.0,0.01804149393958621
PURE_TO_UBFC_CROSS,UBFC,old,subject10,26,120.0,120.0,correct,120.0,1.0,112.5,0.04639496864880555,127.5,0.02723415383754931,120.0,1.0,112.5,0.026373225076309455,52.5,0.012729641632413363
PURE_TO_UBFC_CROSS,UBFC,old,subject10,27,120.0,120.0,correct,120.0,1.0,112.5,0.13197629901707855,90.0,0.03246653797141692,120.0,1.0,112.5,0.05909953633900878,97.5,0.01152901402859147
PURE_TO_UBFC_CROSS,UBFC,old,subject10,28,120.0,120.0,correct,120.0,1.0,112.5,0.2784990380771082,127.5,0.0818727201722812,120.0,0.9999999999999999,112.5,0.21537155594562707,127.5,0.058014445659085596
PURE_TO_UBFC_CROSS,UBFC,old,subject10,29,120.0,120.0,correct,120.0,0.9999999999999999,112.5,0.3413702224478798,127.5,0.1362325711556975,120.0,0.9999999999999999,112.5,0.36663492814538906,127.5,0.18938193021724892
PURE_TO_UBFC_CROSS,UBFC,old,subject10,30,120.0,120.0,correct,120.0,0.9999999999999999,112.5,0.36908741109602006,127.5,0.1662854387213932,120.0,0.9999999999999999,127.5,0.3216774876684802,112.5,0.2837145180326146
PURE_TO_UBFC_CROSS,UBFC,old,subject10,31,120.0,120.0,correct,120.0,0.9999999999999999,112.5,0.305021615241958,127.5,0.12979162360368182,120.0,0.9999999999999999,127.5,0.25497089661822975,112.5,0.16524270528821286
PURE_TO_UBFC_CROSS,UBFC,old,subject10,32,120.0,120.0,correct,120.0,0.9999999999999999,112.5,0.12104713077612705,105.0,0.09359545274575588,120.0,1.0,127.5,0.07676434527427199,112.5,0.07578242526821188
PURE_TO_UBFC_CROSS,UBFC,old,subject10,33,120.0,120.0,correct,120.0,0.9999999999999999,105.0,0.055594321849646695,112.5,0.044758706108403316,120.0,1.0,142.5,0.013771037299795176,45.0,0.013646110477686732
PURE_TO_UBFC_CROSS,UBFC,old,subject10,34,120.0,120.0,correct,120.0,1.0,105.0,0.025332663171230625,112.5,0.018262150270852425,120.0,1.0,45.0,0.009569676130798321,52.5,0.0073573007390221636
PURE_TO_UBFC_CROSS,UBFC,old,subject10,35,120.0,120.0,correct,120.0,1.0,112.5,0.028153231454191876,90.0,0.013561086657916183,120.0,1.0,52.5,0.00947347397516434,112.5,0.005711356267335369
PURE_TO_UBFC_CROSS,UBFC,old,subject10,36,120.0,120.0,correct,120.0,1.0,112.5,0.03692259558396048,127.5,0.015841401892065916,120.0,1.0,52.5,0.012460399213610602,112.5,0.009406219515766421
PURE_TO_UBFC_CROSS,UBFC,old,subject10,37,120.0,120.0,correct,120.0,1.0,112.5,0.040577883401907495,127.5,0.012978986201824146,120.0,1.0,112.5,0.012546636560727931,45.0,0.010352767780117346
PURE_TO_UBFC_CROSS,UBFC,old,subject10,38,120.0,120.0,correct,120.0,1.0,112.5,0.029908787624191264,105.0,0.011899334056871968,120.0,1.0,112.5,0.013792163775743844,45.0,0.008895384137637437
PURE_TO_UBFC_CROSS,UBFC,old,subject10,39,120.0,120.0,correct,120.0,1.0,112.5,0.02699292422768461,105.0,0.01167023600278756,120.0,1.0,45.0,0.01222712190275665,60.0,0.009262039689492928
PURE_TO_UBFC_CROSS,UBFC,old,subject10,40,120.0,120.0,correct,120.0,1.0,142.5,0.006340526149140629,97.5,0.004999245857492936,120.0,1.0,112.5,0.016546865296966876,45.0,0.016218738327239194
PURE_TO_UBFC_CROSS,UBFC,old,subject10,41,120.0,120.0,correct,120.0,1.0,97.5,0.00855351241713455,142.5,0.005929809900296492,120.0,1.0,52.5,0.017711735943350886,45.0,0.014805499156474871
PURE_TO_UBFC_CROSS,UBFC,old,subject10,42,120.0,120.0,correct,120.0,1.0,90.0,0.023189098879860825,142.5,0.023049537208006145,120.0,1.0,52.5,0.015791690756430825,45.0,0.01407636182587755
PURE_TO_UBFC_CROSS,UBFC,old,subject10,43,120.0,120.0,correct,120.0,0.9999999999999999,142.5,0.034657044326370824,97.5,0.029238919468508304,120.0,1.0,105.0,0.02703597094507122,112.5,0.015304593266239744
PURE_TO_UBFC_CROSS,UBFC,old,subject10,44,120.0,120.0,correct,120.0,0.9999999999999999,127.5,0.05055638765871703,112.5,0.031895444556724765,120.0,1.0,112.5,0.05083313844839799,127.5,0.013647271618240718
PURE_TO_UBFC_CROSS,UBFC,old,subject10,45,120.0,120.0,correct,120.0,0.9999999999999999,112.5,0.09834271260542547,142.5,0.07088094625964357,120.0,1.0,112.5,0.24214401650240677,127.5,0.012490173919583448
PURE_TO_UBFC_CROSS,UBFC,old,subject10,46,120.0,120.0,correct,120.0,0.9999999999999999,112.5,0.4969486952265942,97.5,0.2440528390706669,120.0,0.9999999999999999,112.5,0.9309484728184617,97.5,0.024111349913985038
PURE_TO_UBFC_CROSS,UBFC,old,subject10,47,112.5,112.5,correct,112.5,0.9999999999999999,120.0,0.5842041865331834,105.0,0.286759785598083,112.5,1.0,120.0,0.24556862531950174,105.0,0.07982518282908804
PURE_TO_UBFC_CROSS,UBFC,old,subject10,48,112.5,112.5,correct,112.5,0.9999999999999999,105.0,0.19540780400840466,127.5,0.14232364043698584,112.5,1.0,120.0,0.0635931575298778,105.0,0.03757356882663599
PURE_TO_UBFC_CROSS,UBFC,old,subject10,49,112.5,112.5,correct,112.5,0.9999999999999999,105.0,0.13677850000096103,97.5,0.08477665726350826,112.5,1.0,127.5,0.023905413999532846,105.0,0.012957634512279916
PURE_TO_UBFC_CROSS,UBFC,old,subject10,50,112.5,112.5,correct,112.5,1.0,105.0,0.0595995723441336,97.5,0.03616399491820818,112.5,1.0,45.0,0.02386977837926639,127.5,0.008485482884195743
PURE_TO_UBFC_CROSS,UBFC,old,subject10,51,112.5,112.5,correct,112.5,1.0,105.0,0.03572897182599735,127.5,0.03469609644386673,112.5,1.0,45.0,0.02396213606677151,52.5,0.010134586237060077
PURE_TO_UBFC_CROSS,UBFC,old,subject10,52,112.5,112.5,correct,112.5,1.0,105.0,0.020517562276306266,67.5,0.012020432148041304,112.5,1.0,75.0,0.01631572469218828,60.0,0.010689101104064052
PURE_TO_UBFC_CROSS,UBFC,old,subject10,53,112.5,112.5,correct,112.5,1.0,97.5,0.01960784418716892,127.5,0.018522511319516315,112.5,1.0,45.0,0.009707137345752785,60.0,0.007171752088210688
PURE_TO_UBFC_CROSS,UBFC,old,subject10,54,112.5,112.5,correct,112.5,1.0,97.5,0.10426441155375152,105.0,0.059452724788905544,112.5,1.0,97.5,0.01632348829486973,105.0,0.01600286528093966
PURE_TO_UBFC_CROSS,UBFC,old,subject10,55,112.5,112.5,correct,112.5,0.9999999999999999,97.5,0.23345017822678116,105.0,0.2230470724016792,112.5,1.0,105.0,0.1806457119362634,120.0,0.045608153090329784
PURE_TO_UBFC_CROSS,UBFC,old,subject10,56,105.0,112.5,one_bin,105.0,0.9999999999999998,112.5,0.8260059723388067,97.5,0.4154146270132751,112.5,0.9999999999999999,105.0,0.5772367804626004,97.5,0.13532364427870366
PURE_TO_UBFC_CROSS,UBFC,old,subject11,0,120.0,112.5,one_bin,120.0,0.9999999999999999,112.5,0.6969759829356251,105.0,0.558674557653163,112.5,0.9999999999999999,120.0,0.36533699260235897,127.5,0.07400685708371241
PURE_TO_UBFC_CROSS,UBFC,old,subject11,1,112.5,112.5,correct,112.5,0.9999999999999998,105.0,0.427460033966614,120.0,0.4185402360256158,112.5,1.0,120.0,0.11104880444083465,127.5,0.053677417451485625
PURE_TO_UBFC_CROSS,UBFC,old,subject11,2,112.5,112.5,correct,112.5,0.9999999999999999,120.0,0.22053469888899951,127.5,0.2045065225357968,112.5,1.0,120.0,0.02154156841080357,127.5,0.013933065032355021
PURE_TO_UBFC_CROSS,UBFC,old,subject11,3,112.5,112.5,correct,112.5,1.0,120.0,0.23067954068706378,127.5,0.17372801414022854,112.5,1.0,127.5,0.020033281125785195,120.0,0.019926156451791226
PURE_TO_UBFC_CROSS,UBFC,old,subject11,4,112.5,112.5,correct,112.5,1.0,120.0,0.27572206482657496,97.5,0.08448295835214366,112.5,1.0,120.0,0.1251070125145658,127.5,0.08852414916333433
PURE_TO_UBFC_CROSS,UBFC,old,subject11,5,112.5,112.5,correct,112.5,1.0,120.0,0.48107056717004515,105.0,0.102976232561322,112.5,0.9999999999999999,120.0,0.8165348290111293,127.5,0.10160185027817127
PURE_TO_UBFC_CROSS,UBFC,old,subject11,6,120.0,120.0,correct,120.0,1.0,112.5,0.9186656855042351,97.5,0.1337066293126074,120.0,1.0,112.5,0.2443256488210268,105.0,0.06818986073969029
PURE_TO_UBFC_CROSS,UBFC,old,subject11,7,120.0,120.0,correct,120.0,1.0,112.5,0.3492081718822587,127.5,0.11422623713441653,120.0,1.0,112.5,0.07499351194415556,105.0,0.017854114440377582
PURE_TO_UBFC_CROSS,UBFC,old,subject11,8,120.0,120.0,correct,120.0,1.0,112.5,0.21987174908885304,127.5,0.07823214892608191,120.0,1.0,112.5,0.01531314283700297,127.5,0.0071683372250488115
PURE_TO_UBFC_CROSS,UBFC,old,subject11,9,120.0,120.0,correct,120.0,1.0,112.5,0.1924268303845489,127.5,0.04684833524436308,120.0,1.0,112.5,0.012343676017909278,127.5,0.006508899852938234
PURE_TO_UBFC_CROSS,UBFC,old,subject11,10,120.0,120.0,correct,120.0,1.0,112.5,0.18461240949348645,127.5,0.05827860312495989,120.0,1.0,112.5,0.01884567961472183,127.5,0.018515529513965404
PURE_TO_UBFC_CROSS,UBFC,old,subject11,11,120.0,120.0,correct,120.0,1.0,112.5,0.14738069015735653,127.5,0.11553093836937918,120.0,1.0,127.5,0.026377702833174636,112.5,0.018159931891649345
PURE_TO_UBFC_CROSS,UBFC,old,subject11,12,120.0,120.0,correct,120.0,1.0,127.5,0.12748306959087083,112.5,0.11866111134178772,120.0,1.0,127.5,0.02235620124518204,112.5,0.013950109725435814
